#  Velocities of campaign stations with respective to EURASIA plate from 2009-2014
#  Lon.— Longitude in angle degree
#  Lat.— Latitude in angle degree
#  Ve  — Velocity(mm/a) in east component
#  Vn  — Velocity(mm/a) in north component
#  sVe — Velocity error(mm/a) in east component
#  sVn — Velocity error(mm/a) in north component
#  cor - Correlation between eastward and northward components
#  Site— station code
#  Lon.     Lat.    Ve     Vn       sVe     sVn  cor   Site
   119.5    25.2    6.16   -0.74    0.29    0.21  0  F336
   119.2    25.1    6.44   -0.59    0.41    0.26  0  F337
   118.0    25.1    7.95   -1.00    0.41    0.44  0  F338
   115.6    25.0    7.63   -1.27    0.31    0.52  0  F339
   118.2    24.8    7.49   -1.35    0.37    0.42  0  F340
   118.6    24.5    6.76   -1.48    0.31    0.36  0  F341
   117.2    24.6    6.04   -1.31    0.37    0.46  0  F342
   116.2    24.5    5.62   -0.36    0.59    0.27  0  F343
   115.4    24.4    5.82   -0.73    0.27    0.28  0  F344
   116.8    24.3    5.97   -1.71    0.39    0.23  0  F345
   117.9    24.1    7.65   -0.82    0.53    0.73  0  F346
   117.3    24.0    8.88   -1.76    0.50    0.46  0  F347
   116.3    23.9    4.51   -1.02    0.42    0.40  0  F348
   115.5    23.9    4.49   -2.67    0.64    0.56  0  F349
   117.4    23.6    8.12   -2.86    0.60    0.55  0  F350
   116.4    23.5    7.39   -0.79    0.42    0.34  0  F351
   116.1    23.1    6.35   -1.80    0.59    0.41  0  F352
   115.2    23.1    7.01   -1.05    0.52    0.40  0  F353
   116.4    23.0    5.76   -1.37    0.43    0.26  0  F354
   110.4    33.2    6.28   -2.30    0.38    0.29  0  F355
   103.9    26.7    7.61   -3.23    0.26    0.25  0  F356
   104.1    26.3    7.46   -1.44    0.43    0.20  0  F357
   104.2    24.2    4.12   -0.79    0.51    0.32  0  F358
   104.5    30.9    6.28   -1.44    0.19    0.24  0  F359
   104.6    28.7    5.45   -2.11    0.35    0.32  0  F360
   104.8    23.0    5.01   -0.64    0.70    0.23  0  F361
   104.9    25.1    7.16   -2.22    0.24    0.56  0  F362
   105.0    25.7    4.41   -2.21    0.52    0.44  0  F363
   105.0    27.8    6.58   -1.06    0.36    0.41  0  F364
   105.1    31.8    6.55   -1.42    0.23    0.19  0  F365
   105.2    23.8    6.17   -0.97    0.52    0.60  0  F366
   105.4    29.9    6.33   -0.74    0.22    0.29  0  F367
   105.4    24.4    5.86   -1.99    0.54    0.27  0  F368
   105.6    27.2    7.56   -3.04    0.48    0.62  0  F369
   105.9    26.3    7.92   -2.74    0.21    0.26  0  F370
   106.3    28.3    7.43   -1.82    0.19    0.66  0  F371
   106.3    22.9    5.46   -1.69    0.50    0.46  0  F372
   106.4    29.4    5.63   -1.28    0.41    0.40  0  F373
   106.5    27.6    5.74   -2.01    0.33    0.36  0  F374
   106.6    31.7    5.56   -1.97    0.33    0.25  0  F375
   106.6    23.5    9.49   -6.01    0.46    0.39  0  F376
   106.7    25.4    7.28   -1.61    0.22    0.47  0  F377
   106.9    32.4    5.98   -0.25    0.26    0.40  0  F378
   107.1    29.2    5.48   -2.57    0.32    0.45  0  F379
   107.3    28.3    4.90   -2.48    0.25    0.32  0  F380
   107.4    24.2    5.42   -2.54    0.63    0.24  0  F381
   107.4    27.2    4.33   -2.00    0.25    0.20  0  F382
   107.5    31.3    5.48   -1.39    0.38    0.23  0  F383
   107.5    21.6    6.60   -1.48    0.30    0.22  0  F384
   107.6    33.0    7.59   -3.10    0.29    0.18  0  F385
   107.6    26.0    6.64   -1.09    0.75    0.53  0  F386
   107.7    23.5    6.05   -1.26    0.39    0.70  0  F387
   107.7    30.3    5.93   -2.20    0.34    0.53  0  F388
   108.0    32.1    5.63   -2.34    0.35    0.49  0  F389
   108.1    29.5    5.12   -2.18    0.54    0.74  0  F390
   108.1    25.2    6.70   -2.11    0.28    0.48  0  F391
   108.3    21.5    5.76   -1.65    0.26    0.25  0  F392
   108.6    22.7    5.89   -1.95    0.38    0.59  0  F393
   108.7    24.4    4.68   -1.04    0.56    0.27  0  F394
   108.9    31.5    5.05   -2.56    0.41    0.76  0  F395
   108.9    28.9    2.86   -2.90    1.19    0.37  0  F396
   108.9    27.2    6.78   -3.74    0.26    0.32  0  F397
   109.1    25.9    4.83   -1.54    0.25    0.18  0  F398
   109.3    25.1    5.64   -2.18    0.25    0.45  0  F399
   109.4    23.9    4.45   -1.90    0.43    0.15  0  F400
   109.6    28.0    7.31   -5.51    0.23    0.38  0  F402
   109.6    21.9    6.25   -0.84    0.39    0.25  0  F403
   109.9    27.2    5.55   -2.06    0.27    0.18  0  F404
   109.9    29.0    6.46   -1.64    0.29    0.45  0  F405
   110.1    20.9    5.48   -1.94    0.24    0.32  0  F406
   110.3    26.1    5.19   -2.20    0.32    0.20  0  F407
   110.4    23.6    5.38   -1.87    0.44    0.31  0  F408
   110.4    30.0    6.88   -0.87    0.49    0.47  0  F409
   110.4    24.5    5.88   -2.66    0.38    0.30  0  F410
   110.5    22.3    7.25   -1.04    0.33    0.27  0  F411
   110.6    32.1    6.36   -1.70    0.39    0.31  0  F412
   110.9    22.7    6.93   -0.28    0.69    0.44  0  F413
   111.0    25.9    4.82   -3.06    0.82    0.85  0  F414
   111.2    27.2    6.09   -1.72    0.36    0.25  0  F415
   111.2    28.7    6.72   -1.17    0.40    0.33  0  F416
   111.3    22.3    6.94   -2.34    0.62    0.54  0  F417
   111.2    29.6    6.46   -1.37    0.17    0.43  0  F418
   111.3    21.5    7.02   -1.01    0.55    0.38  0  F419
   111.4    25.3    7.06   -1.58    0.22    0.38  0  F420
   111.6    24.4    7.93   -1.43    0.53    0.23  0  F421
   111.8    26.5    4.64   -1.69    0.36    0.29  0  F422
   111.8    27.7    4.45    0.44    0.46    0.40  0  F423
   112.1    23.4    6.70   -0.70    0.97    0.80  0  F424
   112.2    22.6    7.94   -0.92    0.49    0.39  0  F426
   112.2    30.0    6.66   -0.52    0.30    0.36  0  F427
   112.2    28.8    6.35   -2.45    0.25    0.30  0  F428
   112.3    31.1    7.43   -0.71    0.36    0.29  0  F429
   112.4    22.1    6.11   -1.58    0.31    0.20  0  F430
   112.5    23.9    5.16   -2.64    0.46    0.58  0  F431
   112.6    24.8    7.40    0.15    0.52    0.68  0  F432
   112.7    23.4    8.37   -0.72    0.29    0.28  0  F433
   112.9    23.0    5.62   -1.02    0.28    0.55  0  F434
   113.0    26.0    8.28   -1.07    0.41    0.39  0  F435
   113.1    22.2    6.51   -2.22    0.27    0.32  0  F436
   113.3    23.7    6.66   -1.41    0.72    0.40  0  F437
   113.2    22.8    5.75   -1.17    0.36    0.52  0  F438
   113.4    30.9    7.26   -1.31    0.30    0.36  0  F439
   113.3    22.5    5.34   -2.22    0.35    0.45  0  F440
   113.5    22.1    6.79   -1.61    0.64    0.53  0  F441
   113.7    22.9    6.36   -0.26    0.52    0.38  0  F442
   113.7    23.6    6.86   -0.83    0.40    0.40  0  F443
   113.7    27.3    8.42   -2.94    0.41    0.32  0  F444
   113.5    28.5    6.23   -0.64    0.17    0.41  0  F445
   113.9    26.1    7.30   -0.34    0.39    0.18  0  F446
   114.1    24.1    6.11   -1.60    0.43    0.43  0  F447
   114.2    23.2    4.89   -1.04    0.44    0.48  0  F448
   114.2    22.6    7.34   -1.58    0.52    0.22  0  F449
   114.2    29.4    7.22   -1.00    0.41    0.48  0  F450
   114.4    27.8    7.86   -0.84    0.52    0.49  0  F451
   114.9    24.4    6.61   -1.14    0.30    0.61  0  F452
   114.8    22.6    6.16   -0.84    0.39    0.51  0  F453
   114.9    28.5    6.43   -1.71    0.27    0.41  0  F454
   115.0    23.5    7.14   -0.76    0.50    0.36  0  F455
   115.0    25.8    8.18   -1.83    0.21    0.31  0  F456
   115.4    27.9    6.78   -1.56    0.43    0.35  0  F457
   115.7    30.6    7.04   -1.02    0.45    0.39  0  F458
   116.3    26.3    7.66   -1.48    0.32    0.31  0  F459
   116.2    27.6    6.91   -1.39    0.20    0.27  0  F460
   116.7    28.7    6.64   -0.16    0.34    0.67  0  F461
   116.8    29.6    7.60   -2.23    0.28    0.65  0  F462
   117.4    31.2    6.86   -2.89    0.36    0.52  0  F463
   117.3    27.6    7.09   -0.29    0.33    0.28  0  F464
   117.7    29.2    7.84   -0.81    0.27    0.19  0  F465
   117.7    28.3    6.65   -0.64    0.46    0.26  0  F466
   117.9    30.6    5.93   -1.92    0.58    0.34  0  F467
   118.2    30.0    6.69   -1.27    0.45    0.32  0  F468
   118.5    28.0    6.65   -0.86    0.30    0.21  0  F469
   119.1    29.6    7.44   -0.52    0.24    0.37  0  F470
   109.0    18.4    5.28   -0.69    0.52    0.35  0  F471
   109.7    19.9    5.63   -1.01    0.40    0.27  0  F472
   110.6    19.3    3.91   -1.63    0.43    0.28  0  F473
   111.0    19.6    3.89   -0.66    0.32    0.28  0  F474
   113.7    21.9    7.15   -1.91    0.52    0.38  0  F475
   115.6    29.5    4.92    0.35    0.31    0.38  0  F476
   116.0    29.8    6.87   -1.02    0.27    0.46  0  F477
   105.1    38.0    5.13    1.14    0.26    0.26  0  G001
   105.9    37.5    5.23    0.18    0.18    0.26  0  G002
   105.5    37.5    5.09    0.77    0.24    0.18  0  G003
   105.7    37.4    5.62    0.72    0.19    0.16  0  G005
   105.2    37.2    5.80    0.79    0.14    0.20  0  G006
   105.9    37.0    5.56    0.30    0.20    0.17  0  G007
   105.3    36.9    5.27    0.52    0.27    0.19  0  G008
   106.4    36.8    5.60   -1.86    0.21    0.20  0  G009
   106.1    36.6    5.25   -2.82    0.13    0.26  0  G010
   105.2    36.7    8.18   -0.27    0.20    0.17  0  G011
   105.6    36.5    7.67    0.10    0.22    0.25  0  G012
   106.0    36.3    6.92    0.71    0.20    0.22  0  G013
   105.3    36.5    9.91   -0.78    0.36    0.22  0  G014
   105.6    36.3    8.75   -1.43    0.24    0.22  0  G015
   106.6    36.1    6.45   -1.65    0.36    0.22  0  G016
   106.2    36.0    6.52   -1.66    0.31    0.35  0  G017
   105.0    36.1    8.48   -0.97    0.25    0.24  0  G019
   106.2    35.7    8.00   -2.74    0.19    0.17  0  G020
   105.0    35.7    7.60   -1.50    0.37    0.49  0  G021
   106.1    35.6    7.74   -1.33    0.26    0.23  0  G022
   105.5    35.6    8.11   -1.88    0.30    0.12  0  G023
   106.6    35.5    7.01   -2.33    0.23    0.28  0  G024
   106.4    35.5    6.26   -2.05    0.25    0.31  0  G025
   105.0    35.4    8.66   -0.75    0.28    0.26  0  G026
   106.5    35.2    7.30   -1.99    0.35    0.25  0  G027
   106.0    35.2    6.90   -1.75    0.17    0.22  0  G028
   105.8    35.1    6.99   -1.21    0.30    0.18  0  G030
   106.2    35.0    8.51   -2.15    0.26    0.48  0  G031
   106.8    34.9    7.53   -1.74    0.31    0.28  0  G032
   105.7    34.9    7.71    1.16    2.57    2.60  0  G033
   106.2    34.7    7.89   -0.62    0.29    0.25  0  G034
   105.4    34.8    7.60   -1.13    0.16    0.16  0  G035
   106.4    34.5    5.57   -2.95    0.50    0.27  0  G036
   105.7    34.6    6.44   -2.25    0.26    0.17  0  G037
   107.1    34.4    7.16   -2.19    0.32    0.28  0  G038
   105.8    34.3    7.08   -2.08    0.43    0.30  0  G039
   101.1    42.0    5.17    1.51    0.35    0.22  0  G040
    99.1    40.3    2.07    0.22    0.15    0.29  0  G041
   104.5    40.7    3.69    0.36    0.26    0.30  0  G042
   104.8    40.2    4.27    1.27    0.21    0.18  0  G043
   100.2    39.7    3.62   -0.86    0.15    0.30  0  G044
   100.8    39.6    3.97   -0.91    0.12    0.18  0  G045
   102.8    39.4    3.05    0.74    0.11    0.30  0  G046
   100.3    39.2    4.56    0.70    0.26    0.24  0  G048
   102.6    39.1    4.36    0.71    0.27    0.25  0  G049
   103.4    38.8    5.29    0.80    0.22    0.28  0  G050
   100.7    38.9    3.18    0.64    0.22    0.25  0  G051
   101.2    38.7    1.40   -0.74    0.21    0.25  0  G052
   103.2    38.5    6.21    1.76    0.34    0.23  0  G053
   100.3    38.6    4.43    1.54    0.32    0.27  0  G054
   101.4    38.2    5.78    1.48    0.26    0.19  0  G055
   102.9    38.4    4.84    0.51    0.43    0.16  0  G056
   102.2    38.4    5.52    1.79    0.22    0.22  0  G057
   101.7    38.3    5.30    1.83    0.21    0.28  0  G058
   100.8    38.3    5.06    1.32    0.14    0.23  0  G059
   102.1    38.3    4.78    0.10    0.16    0.23  0  G060
   102.3    38.1    5.14    1.17    0.27    0.34  0  G061
   100.2    38.2    5.60    1.51    0.37    0.34  0  G062
   102.6    37.8    5.51    1.19    0.23    0.24  0  G063
   102.3    38.0    5.47    0.20    0.31    0.27  0  G064
   100.9    38.0    5.13    0.48    0.93    0.92  0  G065
   102.6    37.5    7.12    1.34    0.26    0.16  0  G066
   104.3    37.5    6.14    0.32    0.28    0.20  0  G067
   103.4    37.6    5.54    0.28    0.35    0.23  0  G068
   102.8    37.4    7.52    1.67    0.39    0.31  0  G069
   101.4    37.5    8.50    1.74    0.22    0.21  0  G070
   100.4    37.6    7.94    3.40    0.15    0.28  0  G071
   104.1    37.2    7.22    0.75    0.16    0.14  0  G072
   103.0    37.1    9.55    1.89    0.13    0.28  0  G073
   102.0    37.3    8.73    1.90    0.20    0.22  0  G074
   100.2    37.3    8.71    3.63    0.18    0.18  0  G075
   100.5    37.2    8.84    3.23    0.20    0.17  0  G076
   104.6    36.9    8.73    0.21    0.30    0.20  0  G077
   104.1    36.8   10.72    0.64    0.25    0.20  0  G078
   103.2    36.9   10.39    2.34    0.33    0.25  0  G079
   101.6    37.0    9.77    1.62    0.29    0.32  0  G080
   102.6    36.9    8.85    1.30    0.16    0.17  0  G081
   101.0    36.9    9.79    3.44    0.20    0.27  0  G082
   103.2    36.7    9.96    1.72    0.25    0.23  0  G083
   101.2    36.7    9.27    3.51    0.19    0.28  0  G084
   104.7    36.4   10.33   -0.98    0.22    0.22  0  G085
   104.4    36.7   10.38   -0.03    0.30    0.21  0  G086
   101.5    36.5   10.86    4.00    0.26    0.15  0  G089
   100.3    36.6    9.04    4.26    0.21    0.19  0  G090
   103.4    37.1    9.46    0.98    0.31    0.18  0  G091
   104.0    36.5    9.47    0.81    0.32    0.21  0  G092
   102.9    36.3    9.61    3.34    0.29    0.37  0  G093
   101.0    36.4    9.89    4.08    0.17    0.28  0  G094
   103.4    36.2    8.73   -1.42    0.28    0.28  0  G095
   102.0    36.2   11.19    3.60    0.19    0.17  0  G096
   100.5    36.2   10.21    4.27    0.17    0.12  0  G097
   102.3    36.1   10.94    2.69    0.38    0.10  0  G098
   101.1    36.4    9.13    3.58    0.16    0.24  0  G100
   103.3    35.9    9.65    1.58    0.26    0.30  0  G101
   102.0    35.9   10.90    3.86    0.34    0.34  0  G102
   101.4    36.1    9.80    3.86    0.15    0.16  0  G103
   104.2    35.9    8.97    0.38    0.29    0.22  0  G104
   102.8    35.9   10.88    3.42    0.28    0.19  0  G105
   102.5    35.8   10.10    3.90    0.19    0.17  0  G106
   104.5    35.5    8.32   -0.55    0.25    0.25  0  G107
   103.2    35.6   10.33    0.27    0.31    0.33  0  G108
   106.7    34.9    7.27   -2.27    0.20    0.26  0  G110
   103.3    35.4    9.40    1.76    0.21    0.22  0  G112
   102.8    35.3   10.61    2.69    0.31    0.30  0  G113
   104.1    35.0    8.56    0.56    0.38    0.16  0  G114
   102.4    35.1   10.10    1.61    0.23    0.23  0  G115
   104.5    35.0    7.56    0.77    0.34    0.25  0  G116
   103.7    35.3    8.84    1.30    0.26    0.29  0  G117
   102.9    34.9    8.18    1.14    0.33    0.33  0  G118
   104.5    34.9    8.39   -3.36    0.41    0.39  0  G119
   104.9    34.7    7.77   -0.08    0.26    0.26  0  G120
   104.9    34.5    7.68   -0.35    0.24    0.17  0  G121
    97.1    41.9    2.76    1.30    0.18    0.30  0  G122
    95.5    41.1    4.08    3.15    0.18    0.26  0  G123
    96.7    40.6    4.57    3.77    0.24    0.24  0  G125
    97.7    40.3    4.58    3.57    0.17    0.17  0  G127
    97.1    40.3    3.42    3.34    0.27    0.24  0  G128
    97.4    40.0    4.27    4.91    0.19    0.24  0  G129
    96.7    40.0    3.71    5.01    0.12    0.15  0  G130
    95.7    40.1    4.26    4.95    0.17    0.17  0  G131
    98.9    39.9    3.13    0.58    0.17    0.28  0  G132
    99.6    39.7    3.09    0.77    0.18    0.21  0  G133
   102.3    38.7    4.84    0.93    0.28    0.25  0  G134
    98.5    39.7    3.19    0.58    0.17    0.41  0  G135
    98.2    39.8    3.04    0.80    0.11    0.57  0  G136
    97.9    39.9    2.50    1.57    0.16    0.34  0  G137
    97.7    39.6    3.57    2.18    0.14    0.37  0  G138
    96.7    39.9    4.19    5.20    0.15    0.20  0  G139
   101.1    38.9    3.36    1.30    0.18    0.20  0  G141
    98.8    39.4    3.82    1.76    0.33    0.25  0  G142
    99.6    39.1    4.31    0.98    0.29    0.32  0  G143
    98.0    39.2    5.00    1.47    0.17    0.58  0  G144
    95.6    39.7    4.44    5.14    0.22    0.21  0  G145
    99.6    38.8    4.86    1.14    0.20    0.26  0  G146
    98.3    39.0    5.33    1.65    0.16    0.54  0  G147
    99.6    38.4    5.36    1.13    0.26    0.21  0  G148
    98.9    38.0    7.70    4.00    0.14    0.37  0  G149
    98.7    37.6    7.71    4.65    0.32    0.44  0  G150
    95.8    37.5    9.67   11.95    0.47    0.74  0  G151
    99.5    37.1    8.12    5.28    0.18    0.17  0  G152
    99.0    37.3    9.01    5.20    0.30    0.11  0  G153
    98.3    37.3    7.39    5.99    0.46    0.16  0  G154
    96.7    37.4    7.14    8.08    0.14    0.11  0  G156
    99.9    36.7    9.48    5.20    0.24    0.31  0  G157
    99.1    36.8    9.82    5.41    0.29    0.43  0  G158
    98.5    36.9    8.24    6.93    0.37    0.22  0  G159
    95.0    40.5    3.25    3.44    0.17    0.29  0  G160
    94.8    40.2    3.74    5.29    0.24    0.24  0  G161
    94.6    39.7    3.40    5.79    0.10    0.30  0  G162
    93.5    39.6    3.24    5.22    0.17    0.19  0  G163
    94.9    39.5    4.35    6.32    0.25    0.19  0  G164
    93.0    39.3    4.15    6.77    0.22    0.25  0  G165
    94.4    38.8    7.43    5.21    0.37    0.20  0  G167
    95.0    38.1    6.47    6.68    0.14    0.17  0  G169
    93.5    37.9    6.39    9.75    0.21    0.33  0  G170
    90.8    38.3    8.04   10.18    0.28    0.21  0  G171
    89.2    38.7    1.70    9.02    0.19    0.30  0  G172
    97.0    42.3    3.72    0.83    0.22    0.42  0  G301
    95.1    42.5    4.58    2.91    0.26    0.44  0  G302
   102.9    41.8    3.84   -0.35    0.34    0.33  0  G303
    93.9    41.9    3.62    4.16    0.32    0.41  0  G304
    96.9    41.2    2.91    1.09    0.22    0.22  0  G305
   103.7    39.9    3.00   -0.54    0.25    0.23  0  G306
   102.0    39.3    3.14   -0.04    0.13    0.22  0  G307
    98.6    39.9    3.30    0.13    0.20    0.42  0  G308
    98.0    39.7    3.67    1.17    0.39    0.38  0  G309
   105.1    39.6    4.18    0.70    0.14    0.12  0  G310
    94.3    39.6    3.42    3.90    0.17    0.42  0  G311
    94.3    39.4    5.66    5.17    0.25    0.46  0  G312
    97.1    39.5    4.79    3.69    0.21    0.42  0  G313
    94.3    39.2    6.94    4.48    0.26    0.62  0  G314
    95.5    39.3    6.09    3.84    0.24    0.22  0  G315
    90.7    38.9    3.34    8.18    0.24    0.26  0  G316
   101.3    39.1    3.53    0.29    0.19    0.15  0  G317
   100.2    39.0    3.46    1.36    0.35    0.24  0  G318
    91.5    38.8    5.60    8.16    0.12    0.24  0  G319
   101.0    38.7    4.89    1.44    0.16    0.24  0  G320
   100.9    38.6    4.62    1.48    0.17    0.32  0  G321
    89.6    38.5    3.33    8.71    0.26    0.19  0  G322
    93.4    38.5    5.36    7.62    0.17    0.06  0  G323
    89.9    38.4    4.15    9.51    0.29    0.15  0  G324
    94.6    38.3    7.85    4.32    0.23    0.28  0  G325
    90.1    38.4    6.61   10.38    0.41    0.38  0  G326
   100.8    38.3    5.44    1.78    0.23    0.24  0  G327
    90.3    38.3    7.26   10.81    0.32    0.15  0  G328
   100.7    38.4    5.58    1.53    0.17    0.27  0  G329
   100.3    38.2    5.87    1.78    0.24    0.63  0  G330
   102.7    38.2    4.49    0.79    0.28    0.14  0  G331
    92.4    38.1    7.46   10.46    0.18    0.21  0  G332
    89.3    38.1    6.02   10.30    0.31    0.23  0  G333
   100.2    38.0    5.98    1.61    0.32    0.30  0  G334
    91.7    37.9    8.20   11.20    0.14    0.16  0  G335
    99.4    37.6    9.53    2.62    0.24    0.32  0  G336
   101.7    37.4    8.73    0.97    0.21    0.27  0  G337
   100.9    37.7    9.11    1.84    0.13    0.37  0  G338
    90.9    37.0    7.72   11.90    0.23    0.30  0  G339
   106.2    37.3    5.15   -1.32    0.24    0.18  0  G340
    95.5    37.2    8.87    9.13    0.24    0.31  0  G341
   106.6    37.1    5.53   -1.57    0.18    0.21  0  G342
   104.1    37.0   11.36    0.11    0.30    0.16  0  G343
    95.4    37.0    9.42    8.45    0.21    0.32  0  G344
   105.6    36.8    6.18    0.48    0.17    0.18  0  G345
    93.6    36.7    7.17    9.06    0.13    0.27  0  G346
    91.9    37.0    7.90   12.02    0.28    0.28  0  G347
   106.7    36.6    4.92   -2.16    0.18    0.17  0  G348
    96.4    36.4    8.21    8.86    0.11    0.31  0  G349
   106.3    36.4    5.42   -2.17    0.22    0.22  0  G350
    99.8    36.3   10.34    5.23    0.33    0.27  0  G351
   105.4    36.0    8.09   -2.04    0.29    0.20  0  G352
   106.7    35.8    5.56   -6.38    0.77    0.76  0  G353
   101.4    35.7    9.10    3.60    0.18    0.16  0  G354
   106.3    35.4    6.82   -2.06    0.27    0.23  0  G355
   106.2    35.2    6.11   -2.31    0.21    0.17  0  G356
   105.2    35.2    7.68   -1.03    0.31    0.19  0  G357
   100.8    35.2   11.72    5.54    0.23    0.19  0  G358
   106.8    35.1    7.15   -6.18    0.18    0.41  0  G359
   101.7    35.1   10.68    3.56    0.20    0.13  0  G360
   107.3    34.8    7.88   -1.72    0.36    0.32  0  G361
   106.6    34.7    7.79   -1.19    0.30    0.21  0  G362
   107.1    34.7    7.41   -1.72    0.29    0.31  0  G363
   101.9    34.6   10.08    2.96    0.21    0.19  0  G364
   106.1    34.5    7.54   -1.36    0.21    0.14  0  G365
   106.5    33.9    7.76   -1.95    0.47    0.41  0  H001
   105.8    33.9    5.87   -2.86    0.54    0.35  0  H002
   105.3    34.1    7.41   -1.89    0.21    0.21  0  H003
   106.9    33.6    7.73   -1.75    0.31    0.32  0  H004
   105.6    33.7    6.80   -1.20    0.24    0.18  0  H005
   105.3    33.8    7.57   -0.78    0.57    0.47  0  H006
   106.2    33.3    6.21    0.22    0.41    0.20  0  H007
   106.0    33.0    6.73   -1.20    0.26    0.29  0  H009
   105.8    32.4    7.15   -1.62    0.23    0.16  0  H011
   105.5    32.0    6.19   -1.38    0.30    0.25  0  H012
   103.2    34.7   10.06    1.11    0.25    0.39  0  H013
   104.1    34.4   10.50    0.91    0.36    0.43  0  H014
   102.5    34.6   10.87    1.21    0.19    0.35  0  H015
   104.4    34.0   10.49   -0.96    0.39    0.20  0  H016
   103.1    34.1    9.19    0.13    0.21    0.22  0  H017
   102.1    34.0   12.85    0.10    0.20    0.27  0  H018
   104.4    33.8    8.72    0.02    0.43    0.24  0  H019
   103.7    33.9    9.87    0.03    0.24    0.25  0  H020
   104.8    33.4    9.16   -0.72    0.47    0.36  0  H021
   104.6    33.0    9.31    0.00    0.25    0.26  0  H022
   104.2    33.2   13.97   -2.63    0.36    0.21  0  H024
   103.4    32.9   12.60   -2.77    0.25    0.27  0  H025
   103.0    33.6   12.65    0.14    0.23    0.15  0  H026
   101.5    33.4   15.35   -0.85    0.23    0.25  0  H027
   101.7    32.9   17.33   -2.98    0.40    0.43  0  H028
   100.6    33.1   16.16    0.17    0.28    0.37  0  H029
   103.6    32.6   13.52   -4.11    0.38    0.27  0  H030
   102.5    32.8   15.42   -2.90    0.25    0.29  0  H031
   104.6    32.4   14.34    0.00    0.83    0.23  0  H032
   104.8    32.2   11.42   -1.45    0.30    0.36  0  H033
   103.7    32.4   14.56   -3.07    0.26    0.21  0  H034
   104.4    31.8   12.99   -2.35    0.38    0.30  0  H035
   103.2    32.1   18.56   -5.33    0.47    0.29  0  H037
   101.6    31.8   15.49   -2.92    0.26    0.26  0  H040
   101.1    32.3   16.62   -1.99    0.32    0.40  0  H041
   100.3    32.3   16.24   -1.02    0.25    0.21  0  H042
   104.8    31.5    5.69   -2.66    0.27    0.17  0  H043
   104.2    31.4    7.72   -5.27    0.44    0.44  0  H044
   102.7    31.9   20.19   -6.55    0.42    0.35  0  H046
   102.1    31.5   17.06   -3.30    0.26    0.20  0  H047
   104.4    31.2    5.76   -0.85    0.24    0.23  0  H048
   103.7    31.1    9.14   -5.57    0.21    0.29  0  H049
   102.8    31.0   16.29   -8.54    0.75    0.71  0  H051
   101.9    30.9   21.71   -1.85    0.22    0.17  0  H052
   101.2    31.0   16.41   -4.20    0.58    0.19  0  H053
   100.7    31.3   22.92   -5.52    0.53    0.55  0  H054
   100.3    31.6   17.63   -3.63    0.40    0.22  0  H056
   100.2    31.3   21.90   -5.24    0.39    0.25  0  H057
   104.1    30.7    8.69   -5.45    0.52    0.76  0  H058
   102.8    30.3    8.84   -3.87    0.66    0.48  0  H061
   100.9    31.1   16.59   -5.70    0.32    0.23  0  H062
   100.3    30.9   18.34   -7.23    0.31    0.26  0  H063
   103.0    30.0    4.38   -0.76    0.56    0.44  0  H065
   101.8    30.1   11.88   -8.07    0.32    0.39  0  H066
   101.5    30.1   13.40   -9.92    0.41    0.31  0  H067
   101.0    30.1   14.15   -8.15    0.24    0.50  0  H068
    99.2    30.1   15.74   -6.16    0.37    0.19  0  H069
   104.1    29.7    5.95   -0.58    0.86    0.78  0  H070
   102.8    29.8    7.97   -2.07    0.45    0.33  0  H072
   102.3    29.8    6.48   -2.21    0.84    0.78  0  H073
   101.6    29.8   12.77  -10.23    0.37    0.20  0  H074
   100.4    29.7   14.58  -10.79    0.22    0.27  0  H075
   103.5    29.6    6.04   -1.01    0.79    0.67  0  H076
   102.1    29.7   11.66   -5.86    0.29    0.34  0  H078
   101.5    30.3   14.59   -8.89    0.25    0.27  0  H079
   100.1    29.2   12.27  -11.24    0.24    0.28  0  H080
   103.3    29.2    6.75   -1.48    0.17    0.22  0  H081
   102.4    29.3   10.46   -6.89    0.34    0.24  0  H082
   101.5    29.0   11.52  -11.48    0.26    0.29  0  H083
   103.0    28.8    7.03   -2.38    0.26    0.22  0  H086
   102.8    29.0    8.07   -3.84    0.24    0.25  0  H087
   103.1    28.3    7.17   -3.16    0.23    0.20  0  H089
   102.5    28.7    9.81   -6.14    0.54    0.42  0  H090
   102.4    28.3    7.82   -6.99    0.73    0.43  0  H091
   102.1    28.5    9.89  -10.65    0.20    0.19  0  H092
   102.8    28.0    9.83   -4.91    0.24    0.23  0  H094
   102.2    27.9   10.47   -8.97    0.44    0.36  0  H095
   101.2    27.7   12.46  -11.39    0.94    0.50  0  H096
   100.7    27.7    4.60  -16.19    0.36    0.37  0  H097
   103.9    27.8    6.22   -2.35    0.21    0.36  0  H098
   103.3    27.7    5.96   -2.31    0.41    0.26  0  H099
   102.8    27.7    8.36   -6.08    0.44    0.34  0  H100
   103.7    27.4    7.16   -1.37    0.33    0.40  0  H101
   102.5    27.4    8.88   -9.45    0.28    0.21  0  H102
   102.2    27.5    9.87  -11.16    0.23    0.19  0  H103
   101.7    27.5    9.38  -11.28    0.33    0.36  0  H104
   100.9    27.1    9.80  -12.37    0.48    0.49  0  H106
   100.1    27.1    5.38  -14.88    0.38    0.31  0  H107
